REF_DATE,GEO,DGUID,Products and product groups,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2017-07,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,147.8,,,,1
2017-08,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,150.4,,,,1
2017-09,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,154.5,,,,1
2017-10,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,151.7,,,,1
2017-11,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,157.9,,,,1
2017-12,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,155.8,,,,1
2018-01,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,159.5,,,,1
2018-02,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,159.1,,,,1
2018-03,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,161,,,,1
2018-04,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,167.1,,,,1
2018-05,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,169.4,,,,1
2018-06,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,167.2,,,,1
2018-07,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,168.8,,,,1
2018-08,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,167.2,,,,1
2018-09,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,166.3,,,,1
2018-10,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,163.7,,,,1
2018-11,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,155.8,,,,1
2018-12,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,150.1,,,,1
2019-01,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,148.5,,,,1
2019-02,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,150.1,,,,1
2019-03,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,159.1,,,,1
2019-04,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,168.2,,,,1
2019-05,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,169.2,,,,1
2019-06,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,160.3,,,,1
2019-07,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,163.4,,,,1
2019-08,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,159.3,,,,1
2019-09,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,158.7,,,,1
2019-10,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,158.9,,,,1
2019-11,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,158.1,,,,1
2019-12,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,158.3,,,,1
2020-01,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,158.6,,,,1
2020-02,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,156.6,,,,1
2020-03,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,140.6,,,,1
2020-04,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,128.3,,,,1
2020-05,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,137,,,,1
2020-06,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,146.2,,,,1
2020-07,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,149.7,,,,1
2020-08,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,149.3,,,,1
2020-09,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,149.8,,,,1
2020-10,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,149.4,,,,1
2020-11,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,149.1,,,,1
2020-12,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,152,,,,1
2021-01,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,154.3,,,,1
2021-02,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,160.4,,,,1
2021-03,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,167.4,,,,1
2021-04,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,170.2,,,,1
2021-05,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,173.2,,,,1
